Open,High,Low,Close,Volume_sum,ret_1q,vol_4q,max_drawdown_4q,ma4_ratio
53100,57000,32950,33250,15317154,-0.3808193668528864,0.2804844574521374,-0.3808193668528864,-0.2247158262897114
33500,37800,25800,26600,18900668,-0.1999999999999999,0.2829153548931791,-0.5046554934823091,-0.3337507827175955
27300,32650,25850,30300,11531840,0.1390977443609022,0.2657048544260478,-0.435754189944134,-0.1574556830031283
30600,45000,29900,40250,23539447,0.3283828382838283,0.3209337632255921,0.0,0.2346625766871166
40200,47500,35050,38700,28213411,-0.0385093167701863,0.2277128881542812,-0.0385093167701863,0.1394920868605078
39000,50900,31300,31900,22607386,-0.1757105943152455,0.2187124516030812,-0.2074534161490683,-0.095997166135317
31300,36700,26450,32000,9943049,0.0031347962382444,0.2135123781569169,-0.2049689440993789,-0.103955197759888
5930,6500,5430,5550,873713,-0.0640809443507588,0.1027768031528946,-0.1944847605224964,-0.0912812116250512
5550,7300,5400,6300,2803339,0.1351351351351351,0.1096728142098664,0.0,0.0570469798657717
6330,7240,5800,6000,1973561,-0.0476190476190476,0.0914597495023687,-0.0476190476190476,0.0092514718250631
7270,9700,6150,9350,162700623,0.3187588152327221,0.3853932383403155,0.0,0.6786355475763015
9260,10610,7330,7710,96369581,-0.1754010695187166,0.522954369236614,-0.1754010695187166,0.1200290539313599
4780,6070,3240,3370,2812669,-0.2949790794979079,0.2113317382673435,-0.5942203491872367,-0.4335658458694008
3380,7090,2920,5090,93514746,0.510385756676558,0.3946281604112833,-0.3068228244586681,-0.0108341835495311
5110,8450,4845,8100,65985161,0.5913555992141455,0.5055225457603763,0.0,0.5182755388940956
8010,9940,5600,5890,56332228,-0.2728395061728395,0.4831772406582832,-0.2728395061728395,0.0494432071269488
5850,6200,3750,3840,5022505,-0.3480475382003395,0.4993223184443528,-0.5259259259259259,-0.3298429319371727
3710,4675,3355,4065,8958322,0.05859375,0.4275909271123012,-0.4981481481481481,-0.2573646951358758
4315,4865,3960,4260,8403256,-0.0318181818181818,0.1355112418945106,-0.1776061776061775,-0.0456454774572948
4220,4915,4035,4090,6216597,-0.039906103286385,0.1320449000472,-0.0704545454545454,-0.0241574709215627
4050,4100,3265,3790,6410692,-0.0733496332518337,0.0743309693998955,-0.1386363636363636,-0.0834340991535671
3785,3865,3345,3410,5017284,-0.100263852242744,0.0315713325545616,-0.1995305164319248,-0.122829581993569
21391,23747,17834,18353,6121701,-0.134414941281894,0.7202194372586379,-0.2943867743175702,-0.1643863682928494
18564,21203,16962,18000,5943075,-0.0192339127118181,0.0617904942255253,-0.1923905240488155,-0.098241571063574
17999,19742,12509,18283,8277732,0.0157222222222221,0.0641579961873472,-0.1377163608923265,-0.0356940360500533
19318,20260,10742,11968,6389072,-0.345402833233058,0.1628760084436972,-0.3478995259630578,-0.2812443697075251
11803,13570,8127,12109,7189040,0.0117814171122994,0.1747802122392782,-0.3376907509708472,-0.1975480450629556
12156,14464,0,9353,4188073,-0.2275993063010983,0.1799058995372592,-0.4884318766066838,-0.276545549474987
0,11067,0,3730,7383862,-0.6011974767454293,0.2548710470215484,-0.6919646543892972,-0.5984930032292788
3730,5390,3020,4100,15650735,0.0991957104557641,0.3132635613388004,-0.6614088694359568,-0.4401201693295098
4115,7500,4100,6790,27616798,0.6560975609756097,0.5329768466546616,-0.2740297230835026,0.1329412255454052
